id	label	statement	subjects	speaker	job_title	state	party	barely_true	false	half_true	mostly_true	pants_on_fire	context
13358.json	half-true	Global warming leads to much quicker spread of the Zika virus because the increased temperature, makes mosquitoes mature faster, . . . bite more due to having a higher metabolism, and makes the Zika virus inside of them incubate faster.	climate-change,florida,public-health,science	al-gore	cofounder of Generation Investment Management and Current TV, visiting professor and author	Tennessee	democrat	0.0	0.0	3.0	0.0	0.0	a speech
528.json	true	John McCain stood up to the president and sounded the alarm on global warming ... five years ago.	environment	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	a TV ad
5546.json	true	In 1950, the average American lived for 68 years and 16 workers supported one retiree. Today, the average life expectancy is 78 and three workers support one retiree.	retirement,social-security	frank-wolf	U.S. Representative	Virginia	republican	1.0	0.0	0.0	0.0	0.0	a news release
9509.json	false	The nearly six-year delay in approving Keystone is costing Americans more than 100,000 jobs.	climate-change,economy,energy,jobs	john-boehner	Speaker of the House of Representatives	Ohio	republican	13.0	22.0	11.0	4.0	2.0	"an op-ed for ""USA Today"""
3733.json	true	American oil production is at its highest level since 2003.	energy	jim-moran	U. S. Congressman	Virginia	democrat	2.0	1.0	1.0	6.0	1.0	a press release.
13072.json	true	When Moammar Gadhafi was set to visit the United Nations, and no one would let him stay in New York, Trump allowed Gadhafi to set up an elaborate tent at his Westchester County (New York) estate.	history	tim-kaine	U.S. Senator	Virginia	democrat	8.0	3.0	15.0	15.0	0.0	a speech
3263.json	false	On high-speed rail.	corrections-and-updates,stimulus,transportation	mike-haridopolos	Florida Senate President	Florida	republican	0.0	3.0	1.0	1.0	0.0	a press statement.
10584.json	false	A lot of people who go into prison straight, and when they come out theyre gay.	criminal-justice,sexuality	ben-carson			republican	7.0	12.0	3.0	2.0	4.0	an interview on CNN
8643.json	false	We are experiencing the worst economic recovery America has ever had.	economy	scott-walker	Milwaukee County Executive	Wisconsin	republican	26.0	41.0	32.0	40.0	11.0	a new book
7123.json	true	Says that in the 1985 election former Gov. Tom Kean had the largest winning margin for a gubernatorial candidate in Jersey history.	elections,states	raymond-bateman			republican	0.0	1.0	0.0	0.0	0.0	a column
7762.json	false	On an early date for Floridas presidential primary	elections	marco-rubio	U.S. Senator	Florida	republican	33.0	24.0	32.0	35.0	5.0	a position on legislation
8106.json	false	Says Oregons political tax credit is something every state should have and no other state does.	taxes	kari-chisholm		Oregon	democrat	0.0	1.0	0.0	0.0	0.0	an Internet radio interview
6065.json	half-true	Minnesota has passed and Indiana has passed right to work laws making union membership and dues optional	economy,jobs,labor,state-budget	jeff-fitzgerald	Incoming speaker of state Assembly	Wisconsin	republican	2.0	0.0	1.0	2.0	2.0	an interview
4506.json	false	This is the worst jobs recovery since the Great Depression.	economy	herman-cain		Georgia	republican	4.0	11.0	5.0	3.0	3.0	an op-ed 
106.json	true	Look, I believe in accountability. In 1983, I led the effort in Arkansas to improve our schools.	education	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	a forum hosted by Slate/Yahoo/Huffington Post.
8089.json	false	Says HJM 20 was the only bill not assigned to a House committee.	government-efficiency	oregon-catalyst			organization	0.0	1.0	0.0	0.0	0.0	a blog post.
3210.json	true	More than one-quarter of Americas young adults are too fat to serve in the U.S. military	military	michelle-obama		Illinois	democrat	0.0	2.0	1.0	4.0	0.0	a speech
783.json	true	Sen. Obama has never taken on his party leaders on a single major issue.	candidates-biography	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	Nashville, Tenn.
8319.json	half-true	The 2013-15 state budget backed by Gov. Scott Walker and Republican lawmakers left our technical colleges funded at 1989 levels.	education,jobs,state-budget	state-democratic-party-wisconsin		Wisconsin	democrat	5.0	7.0	2.0	2.0	7.0	a column on the party's website
2949.json	false	Last year, ExxonMobil made $19 billion in profit. Guess what. They paid zero in taxes. They got a $156 million refund from the IRS.	corporations,taxes	bernie-s	U.S. Senator	Vermont	independent	18.0	12.0	22.0	41.0	0.0	a Senate floor speech
5014.json	true	Says Joe Biden said Jon Corzine is the smartest guy that I know, in terms of the economy and on finance, I really mean this.	economy,message-machine-2012	national-republican-congressional-committee			republican	18.0	9.0	8.0	5.0	8.0	a web ad posted on YouTube
2198.json	true	Police officers in this state have that right, to check the immigration status of people they arrest.	civil-rights,homeland-security,immigration	bill-mccollum		Florida	republican	2.0	1.0	2.0	0.0	1.0	televised candidates' debate
1529.json	true	Says Paul Workman voted in the Democrat primary, supporting Democrats with his vote.	elections	holly-turner	Lawyer	Texas	republican	0.0	1.0	0.0	0.0	0.0	a radio ad
8268.json	half-true	According to the most recent jobs report, weve got more Americans leaving the workforce than we have finding jobs.	economy,jobs	john-boehner	Speaker of the House of Representatives	Ohio	republican	13.0	22.0	11.0	4.0	2.0	a press conference
7340.json	true	A majority of Americans agree with a ban on assault weapons. And by the way, so did Ronald Reagan.	guns	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	in a speech
9021.json	false	Under a bill before the legislature, youd have to go to court to fire an employee.	economy,jobs,labor,legal-issues	kenneth-block	businessman		republican	0.0	3.0	2.0	3.0	0.0	a TV interview
10300.json	half-true	The authors of a report on CIAs torture techniques never interviewed a single CIA official.	homeland-security,human-rights,terrorism	marco-rubio	U.S. Senator	Florida	republican	33.0	24.0	32.0	35.0	5.0	a news release
12483.json	false	Virginias banning of felons from voting is a Jim Crow-era law.	civil-rights,history	levar-stoney	Richmond mayoral candidate	Virginia	democrat	1.0	1.0	1.0	0.0	0.0	a radio interview.
1690.json	true	John Paul Stevens is the only Protestant on the U.S. Supreme Court.	religion,supreme-court,colbert-report	stephen-colbert			none	1.0	0.0	0.0	2.0	0.0	"an interview on Comedy Central's ""The Colbert Report"""
11087.json	half-true	The Iran deal violates promises the president made to the American people. ...It is not an anytime, anywhere inspection process.	foreign-policy,nuclear	marco-rubio	U.S. Senator	Florida	republican	33.0	24.0	32.0	35.0	5.0	"comments on CNN's ""State of the Union"""
7244.json	false	The amount of money that we put into running our own state legislature is nearly as much as we put into the University of Rhode Island.	economy,education,government-efficiency,state-budget	dawson-hodgson	State Senator	Rhode Island	republican	1.0	1.0	0.0	0.0	0.0	a radio interview
261.json	true	There are 7,000 kids in New Hampshire who have health care because I helped to create the Children's Health Insurance Program.	health-care	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	a debate in Manchester, N.H.
323.json	true	"Hillary Clinton ""agreed with (John McCain) on voting for the war in Iraq."""	iraq	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	Denver
10787.json	true	The Iranians are now saying that what were saying the deal is and what they understand it to be are two different things.	foreign-policy,nuclear	marco-rubio	U.S. Senator	Florida	republican	33.0	24.0	32.0	35.0	5.0	an interview on National Public Radio
4473.json	true	Says that in the recent year homeowners across Ohio have signed mineral rights agreements and I understand that over a billion dollars worth of leases have been signed to date.	environment	michael-skindell	State senator	Ohio	democrat	0.0	0.0	0.0	0.0	0.0	a news conference
5807.json	false	President Obama gave Egypts Muslim Brotherhood one and a half billion dollars.	deficit,economy,federal-budget,foreign-policy,human-rights,israel	barry-hinckley		Rhode Island	republican	0.0	4.0	1.0	2.0	2.0	an interview on State of the State
4579.json	false	Says Bill Clinton opposes President Barack Obamas plan to raise taxes on wealthy Americans.	message-machine,taxes	american-crossroads			republican	5.0	5.0	4.0	0.0	0.0	a television ad airing in Orlando
9627.json	false	In Oregon, 12,808 people were arrested for marijuana-related crimes in 2012.	marijuana	new-approach-oregon	Activist group	Oregon	organization	1.0	1.0	0.0	0.0	0.0	a website statement
9031.json	false	Most young Americans right now, theyre not covered by health insurance.	health-care	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	"a Funnyordie.com ""Between Two Ferns"" interview with Zach Galifianakis"
7627.json	false	Says its an old wives story that Margaret Thatcher told George H.W. Bush not to go wobbly.	foreign-policy,history,iraq	dick-cheney			republican	5.0	4.0	2.0	2.0	1.0	an interview on Fox News
4544.json	true	On running for the presidency in 2012	elections	chris-christie	Governor of New Jersey	New Jersey	republican	10.0	17.0	27.0	19.0	8.0	
6004.json	true	Says there have been some job gains in the McMansion State since Mr. Christie took office, but they have lagged gains both in the nation as a whole and in New York and Connecticut, the obvious points of comparison.	jobs,pundits	paul-krugman	New York Times columnist		none	0.0	2.0	3.0	4.0	0.0	a column in The New York Times
9832.json	half-true	Cory Gardner is sponsoring a bill to ban all abortions right now.	abortion,message-machine-2014,women	democratic-senatorial-campaign-committee			democrat	1.0	2.0	3.0	1.0	0.0	a campaign ad
10062.json	false	We were told there would never be a case of Ebola in the United States.	ebola,health-care,military,public-health,public-safety	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	"comments on CNN's ""State of the Union"""
10652.json	true	Ted Cruz was the longest-serving solicitor general in the history of Texas.	candidates-biography,legal-issues	jerry-falwell	chancellor and president, Liberty University	Virginia	none	0.0	0.0	0.0	0.0	0.0	a speech introducing Ted Cruz at Liberty University
4666.json	false	Says his parents came to America following Fidel Castros takeover of Cuba.	candidates-biography,immigration	marco-rubio	U.S. Senator	Florida	republican	33.0	24.0	32.0	35.0	5.0	a biography on his U.S. Senate website
7246.json	false	200 consumer laws were destroyed in 2011 when Gov. Scott Walker signed Act 92.	consumer-safety,legal-issues	vince-megna	Attorney in private practice	Wisconsin	none	0.0	1.0	0.0	0.0	0.0	a statement on campaign website
3437.json	false	Say easing restrictions on selling alcohol on Sundays will result in more traffic crashes and fatalities.	Alcohol	georgia-state-senators		Georgia	none	0.0	1.0	0.0	0.0	0.0	a legislative debate
1306.json	false	Mitt Romney ... gave you government health care that is now bankrupting the state of Massachusetts.	candidates-biography,health-care,pundits	glenn-beck			none	5.0	7.0	7.0	2.0	6.0	 a Webcast
6738.json	half-true	Tim Kaine doubled down in his support of devastating defense cuts, saying the the deal was the right thing to do.	deficit,federal-budget,military	george-allen	consultant	Virginia	republican	2.0	8.0	3.0	4.0	1.0	a website post.
11539.json	half-true	Obamacare insurance cooperative failures should be expected because theyre like any business, and when you start businesses in America, at the fifth year, half of the businesses have closed.	health-care	ezekiel-emanuel	Vice Provost for Global Initiatives and chair of the Department of Medical Ethics and Health Policy 		democrat	1.0	0.0	2.0	0.0	0.0	"a discussion on MSNBC's ""Up with Steve Kornacki"""
1522.json	half-true	Says one in three Texas children drop out of high school.	children,education	kay-bailey-hutchison	U.S. Senator	Texas	republican	2.0	4.0	4.0	3.0	0.0	a television ad
521.json	false	Did Obama know that Tony Rezko was saving him $300,000 on the purchase of his home?	ethics	republican-national-committee-republican			republican	6.0	6.0	11.0	5.0	2.0	a news release
8363.json	half-true	Says David Dewhurst went out for drinks during Senate debate on abortion bill.	abortion,corrections-and-updates	todd-staples	state agriculture commissioner	Texas	republican	0.0	1.0	4.0	3.0	1.0	an interview on a Lubbock radio station
6195.json	false	Lorain is the poorest urban school district in the state of Ohio.	education,poverty,state-budget	dan-ramos	State representative	Ohio	democrat	0.0	1.0	1.0	1.0	0.0	a speech in the Ohio House
8421.json	true	The U.S. Department of Homeland Security warned that the SAVE database is not a foolproof means of verifying (citizenship on) the voter rolls.	elections	league-women-voters-florida		Florida	none	0.0	0.0	0.0	0.0	0.0	a statement
10084.json	true	Says Jeb Bush -- not Charlie Crist -- signed legislation that let Duke Energy collect money for nuclear projects.	debates,energy,florida	charlie-crist		Florida	democrat	15.0	9.0	20.0	19.0	2.0	a gubernatorial debate in Davie
2384.json	half-true	Clayton County has employed 1,300 people over the past seven months through the Neighborhood Stabilization Program.	economy,housing	mickie-williams			none	0.0	0.0	1.0	0.0	0.0	a presentation
2370.json	half-true	Due to the war in Iraq, 4,400 Americans are dead, 30,000 severely wounded and more than 100,000 are suffering from serious health problems related to post traumatic stress syndrome.	iraq	ron-paul	U.S. representative	Texas	republican	5.0	8.0	8.0	8.0	3.0	a statement
12248.json	half-true	Austins Stop Abuse for Everyone has seen in its offices sexual assault survivors that report being attacked by their ridesharing drivers, at a rate of one per month.	crime,elections,transportation	our-city-our-safety-our-choice	a group opposed to Proposition 1 on Austin's May 7, 2016 ballot	Texas	organization	0.0	0.0	1.0	0.0	0.0	a fund-raising letter from female supporters
1851.json	half-true	The American Power Act would cut our dependence on oil in half.	cap-and-trade,climate-change,energy,oil-spill	votevetsorg			none	0.0	1.0	1.0	0.0	0.0	a TV ad
9220.json	false	Liberals have figured out a Facebook algorithm and all the people getting banned from Facebook are somehow conservatives.	pundits	todd-starnes			republican	0.0	2.0	0.0	0.0	0.0	"an interview on ""Hannity"""
9382.json	half-true	Nathan Deal cut the HOPE scholarship program so that literally 100,000 Georgians will not be able to go to college or get technical training that they so badly needed to raise -- you know, give them a chance at a good job.	education	peter-shumlin	governor and chair of Democratic Governors Association	Vermont	democrat	0.0	0.0	1.0	0.0	0.0	MSNBC
12686.json	half-true	Youre more likely to be the victim of a violent crime in Milwaukee than in 96 percent of the country.	crime,population,public-safety,urban	van-wanggaard			republican	0.0	0.0	1.0	1.0	0.0	an opinion article
7188.json	true	Faculty salaries at UW System institutions have now fallen more than 18 percent below the national average.	education,state-budget,state-finances	kevin-reilly	President of the University of Wisconsin System	Wisconsin	state-official	0.0	0.0	1.0	0.0	0.0	public remarks
1843.json	half-true	"After the oil spill, Congressman Adam Putnam ""doubled down saying all energy sources, including oil drilling in the Gulf, should be considered just days after the oil spill started."""	oil-spill	scott-maddox	attorney	Florida	democrat	0.0	0.0	1.0	0.0	0.0	email to supporters
8367.json	false	Nobodys addicted to marijuana.	drugs,marijuana	john-morgan	Attorney	Florida	democrat	1.0	1.0	0.0	0.0	0.0	Bay News 9 show, “Political Connections” 
2748.json	false	Says Russ Feingold voted to give Social Security benefits to illegal immigrants	immigration,message-machine	ron-johnson		Wisconsin	republican	14.0	6.0	10.0	10.0	1.0	an automated phone message, as well as a radio ad, news releases and debates
2157.json	false	Only a few months ago the FBI arrested three Broward County Commissioners for accepting millions of dollars in trade for illegal favors.	crime	jeff-kottkamp		Florida	republican	0.0	1.0	1.0	0.0	0.0	a position paper on his campaign website
4409.json	half-true	Utah was the No. 1 job creator in this country during my years of service as governor, with a 5.9 percent increase in jobs.	economy,jobs,states	jon-huntsman		Utah	republican	5.0	1.0	5.0	4.0	1.0	a Republican presidential debate at the Reagan Presidential Library
150.json	true	We had a No Child Left Behind a similar piece of legislation in our state a number of years ago, well before the federal law. And it's had a big impact here. It's improved schools.	education	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	an interview
4480.json	false	Says U.S. Rep. Tammy Baldwin is backing President Barack Obamas plan to pass a $1.5 trillion tax increase.	deficit,federal-budget,taxes	national-republican-senatorial-committee			republican	11.0	5.0	7.0	2.0	5.0	a news release
9088.json	half-true	For educational testing, Florida has chosen a company that has a significant history of promoting identification of the GLBT lifestyle for children as young as seven years old.	education,gays-and-lesbians	florida-stop-common-core-coalition		Florida	none	0.0	0.0	1.0	0.0	1.0	a letter to supporters
16.json	half-true	Both China and Japan have surpassed us, with Japanese cars now getting an average of 45 miles to the gallon.	energy	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	Detroit, Mich.
1612.json	true	There will be no public funding for abortion in this legislation.	abortion,health-care	bart-stupak	member of Congress	Michigan	democrat	0.0	1.0	0.0	1.0	0.0	a news conference
6132.json	true	In 2008, 33.2 percent of those who voted early on the last Sunday before Election Day were African-American, while 23.6 percent were Hispanic.	elections	corrine-brown	U.S. Representative	Florida	democrat	0.0	1.0	0.0	0.0	0.0	a press release
5818.json	false	Just on Jan. 1 of this year, there were 40,000 new laws put on the books in one day.	legal-issues,states	ron-paul	U.S. representative	Texas	republican	5.0	8.0	8.0	8.0	3.0	a speech at Texas A&M University.
5735.json	half-true	Says his sons were targeted on Facebook by out-of-state protesters.	children,families,privacy	scott-walker	Milwaukee County Executive	Wisconsin	republican	26.0	41.0	32.0	40.0	11.0	a speech
806.json	true	Congressman John Lewis, an American hero, made allegations that Sarah Palin and I were somehow associated with ... the worst chapter in American history. ... And, Senator Obama, you didn't repudiate those remarks.	candidates-biography	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	a debate in Hempstead, N.Y.
5911.json	half-true	Says the health care reform bill was paid for, in part, by taking money from students and the student loan system.	education,health-care	rob-portman	U.S. senator from Ohio	Ohio	republican	3.0	5.0	11.0	11.0	1.0	a conference call with reporters
2860.json	false	On an earmark moratorium.	federal-budget	kay-bailey-hutchison	U.S. Senator	Texas	republican	2.0	4.0	4.0	3.0	0.0	a statement
1672.json	true	Says Holly Turner failed to vote in five straight Republican primaries.	elections	paul-workman	Businessman 	Texas	republican	1.0	0.0	0.0	0.0	0.0	a TV ad
1411.json	true	The No. 1 issue that the American people care about is getting America back to work.	economy,health-care	john-cornyn	Senator	Texas	republican	5.0	3.0	6.0	2.0	1.0	a televised interview
11748.json	half-true	Weve lifted high school graduation rates to new highs.	education	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a State of the Union speech
8295.json	false	Every engine manufacturer in the United States is now in the state of Texas.	jobs,states	rick-perry	Governor	Texas	republican	30.0	30.0	42.0	23.0	18.0	"a discussion on CNN's ""Crossfire"""
7938.json	false	A study of private bail bond systems showed that Wisconsin has a higher no-show rate than other states of defendants skipping court appearances.	criminal-justice	robin-vos	Wisconsin Assembly speaker	Wisconsin	republican	0.0	3.0	2.0	5.0	1.0	an interview
6972.json	half-true	Says an arts tax would provide funding for certified arts and music teachers for every elementary school serving Portland residents.	taxes	creative-advocacy-network		Oregon	none	0.0	0.0	1.0	1.0	0.0	a radio interview
7547.json	false	In the last two years, we have reduced the deficit by $2.5 trillion.	deficit,federal-budget	harry-reid	Senate Democratic Leader	Nevada	democrat	4.0	5.0	3.0	7.0	3.0	a Senate floor speech
285.json	true	(My dad) used to campaign against the gas-guzzling dinosaurs.	energy	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	a TV interview on CBS.
12180.json	false	Millionaires working side by side with George Soros are bankrolling (John Kasichs) super PAC.	campaign-finance	trusted-leadership-pac			republican	0.0	1.0	0.0	0.0	0.0	a Trusted Leadership PAC ad 
8552.json	half-true	Obamacare was the Republican plan in the early 90s.	health-care	ellen-qualls			democrat	0.0	0.0	1.0	0.0	0.0	comments on Fox News Channel
11745.json	half-true	Every one of the mass shootings except two in America since 1950 have been in gun-free zones.	corrections-and-updates,guns	dan-patrick	Lieutenant governor-elect	Texas	republican	4.0	4.0	3.0	4.0	4.0	an interview on Meet the Press
7193.json	true	Northern Virginia is the most heavily trafficked place in the country.	transportation	bob-mcdonnell	Governor	Virginia	republican	6.0	5.0	7.0	6.0	3.0	a news conference.
462.json	true	A year ago, in March 2007, I called for immediate action to address abuses in the subprime market, and I laid out detailed concrete proposals for how to do so.	economy	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	a speech at the University of Pennsylvania.
3519.json	half-true	Says a photo ID voting law in Georgia didnt dissuade black voters from participating in voting. It hasnt, it doesnt, and apparently, if you do cause and effect in that state, its been helpful.	elections	bill-batchelder	State representative	Ohio	republican	0.0	1.0	1.0	1.0	3.0	a news conference
4113.json	true	Some criminals have learned how to spy on Americans, hacking into our home computers and looking out through the video camera attached to the screen.	crime,technology	sheldon-whitehouse	U.S. Senator	Rhode Island	democrat	2.0	3.0	2.0	7.0	0.0	a speech in the U.S. Senate
4038.json	false	Georgias illegal immigration crackdown laws should be called the Brown Codes because of their similarity to the Black Codes governing blacks after the Civil War.	history,immigration	robert-brown	state senator	Georgia	democrat	1.0	1.0	0.0	0.0	0.0	a press release
13189.json	true	Richard Nixon released tax returns when he was under audit.	taxes,transparency	tim-kaine	U.S. Senator	Virginia	democrat	8.0	3.0	15.0	15.0	0.0	a debate
5457.json	half-true	One out of four of our young people say they are victims of this (dating) violence.	criminal-justice,human-rights,women	beatrice-lanzi	State Senator	Rhode Island	democrat	0.0	0.0	1.0	0.0	0.0	an appearance on A Lively Experiment.
183.json	false	John wasn't this raging populist four years ago when he ran for president.	job-accomplishments	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	Chariton, Iowa
3460.json	half-true	Ohio Director of Job Creation Mark Kvamme just clawed back about $900,000 from companies that made promises and they didnt keep them.	government-efficiency,state-budget	john-kasich	Governor of Ohio as of Jan. 10, 2011	Ohio	republican	9.0	8.0	10.0	18.0	3.0	his State of the State speech
7825.json	half-true	Says that since he took office, there have been no large-scale attacks on the United States.	foreign-policy,homeland-security,terrorism	barack-obama	President	Illinois	democrat	70.0	71.0	160.0	163.0	9.0	a speech at the National Defense University in Washington, D.C.
2709.json	false	Rick Perry is taking money away from hurricane victims and diverting it to remodel the Governors Mansion.	ethics,federal-budget,message-machine,state-budget	back-basics		Texas	democrat	0.0	2.0	1.0	1.0	0.0	a TV ad.
800.json	false	If Barack Obama would apply for a job with the FBI or with the Secret Service, he would be disqualified because of his past associations with William Ayers.	candidates-biography	chain-email			none	11.0	43.0	8.0	5.0	105.0	our inbox
3071.json	true	Says hes the first Aggie governor of Texas.	education	rick-perry	Governor	Texas	republican	30.0	30.0	42.0	23.0	18.0	his inaugural address.
9189.json	true	From 1972 until 2011, the number of EPA employees increased by 107 percent while the number of total federal personnel decreased by 15 percent.	environment,jobs	morgan-griffith	U.S. Congressman	Virginia	republican	3.0	2.0	1.0	0.0	0.0	congressional testimony.
2624.json	true	Ken Buck wants to outlaw abortion, even in cases of rape or incest.	abortion,message-machine	michael-bennet		Colorado	democrat	0.0	0.0	1.0	0.0	0.0	a campaign ad
283.json	true	The fact is it's not amnesty.	immigration	john-mccain	U.S. senator	Arizona	republican	31.0	39.0	31.0	37.0	8.0	a debate in Manchester, N.H.
5852.json	false	If you put the $47 billion in revenue (raised over 10 years by the Buffett rule) into infrastructure you could create 611,000 infrastructure jobs.	economy,federal-budget,jobs,transportation	sheldon-whitehouse	U.S. Senator	Rhode Island	democrat	2.0	3.0	2.0	7.0	0.0	a speech on the floor of the U.S. Senate
3558.json	half-true	The benefits that were offered to me as a congressman dont even compare to the benefits that you get as a state employee. I just experienced that myself. Theyre not nearly as good.	candidates-biography,federal-budget,health-care,state-budget	sean-duffy	Member of the U.S. House	Wisconsin	republican	5.0	1.0	6.0	1.0	2.0	a discussion at a town hall meeting
8690.json	false	Rhode Islands teen binge drinking rate is double the national average.	Alcohol,children,crime,public-health,public-safety	physicians-committee-responsible-medicine			organization	0.0	1.0	1.0	0.0	0.0	an advertisement
6718.json	half-true	Says when Mitt Romney was governor, Massachusetts was 47th in job creation	jobs	jeanne-shaheen	Senator	New Hampshire	democrat	3.0	0.0	4.0	2.0	0.0	an interview on The Daily Rundown
1629.json	false	Marco Rubio thinks that government shouldn't be in the health care business at all.	health-care	kendrick-meek		Florida	democrat	2.0	6.0	1.0	4.0	1.0	campaign website
12928.json	half-true	Says her campaign platform includes the biggest investment in new, good-paying jobs since World War II.	economy,education,energy,federal-budget,income,infrastructure,jobs,technology	hillary-clinton	Presidential candidate	New York	democrat	40.0	29.0	69.0	76.0	7.0	a campaign speech in Scranton, Pa. 
9126.json	half-true	Charlie Crist signed into law an automatic 15 percent annual tuition increase that put college further out of reach for many Floridians.	education,state-budget	rick-scott	Governor	Florida	republican	28.0	23.0	38.0	34.0	7.0	an email from his campaign
12304.json	false	ISIS is making millions of dollars a week selling Libyan oil.	energy,foreign-policy,terrorism	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	a foreign policy speech
10725.json	false	U.S. police killed more people in just one month than the U.K.s did in over a century.	guns	addicting-information			democrat	0.0	1.0	0.0	0.0	0.0	an infographic on the Addicting Info website
1767.json	false	"Royalties foroil and other energy sources are the ""second-largest revenue source to the federal government after the IRS."""	energy,federal-budget	darrell-issa	U.S. House of Representatives	California	republican	0.0	3.0	0.0	0.0	0.0	an interview with Dylan Ratigan on MSNBC
5439.json	true	Says Rick Santorum supported (Arlen) Specter over conservative candidates twice.	message-machine-2012	mitt-romney	Former governor	Massachusetts	republican	34.0	32.0	58.0	33.0	19.0	Feb. 23, 2012, in a campaign ad
4843.json	half-true	In Rhode Island, only 5 percent of ozone pollution is from local or in-state sources. . . Ninety-five percent comes from outside of our borders, particularly the Midwest.	energy,environment,public-health,states	jack-reed	U.S. Senator	Rhode Island	democrat	1.0	0.0	2.0	1.0	0.0	a speech on the Senate floor
9248.json	true	A white family is likely to have about six times as much wealth than a black or Hispanic family coming out of the recession.	income,jobs	alicia-menendez			none	0.0	0.0	0.0	0.0	0.0	"comments on ABC's ""This Week"""
7563.json	true	If you go back to 1999, Wayne LaPierre testified on behalf of the NRA that background checks were appropriate and should be done.	guns	michael-bloomberg		New York	independent	0.0	2.0	2.0	3.0	0.0	an appearance on 'Meet the Press'
7064.json	true	Says Connie Mack wrote a letter to the Department of Transportation in order to get $29 million in stimulus for his congressional district.	stimulus	bill-nelson		Florida	democrat	3.0	1.0	8.0	10.0	0.0	a debate in Davie, Fla.
12354.json	true	Before April 22, we have restored the rights of more than 18,000 individuals, which is more than the past seven governors combined in their four-year terms.	crime,history	terry-mcauliffe	Governor	Virginia	democrat	12.0	6.0	2.0	2.0	3.0	a speech.
11711.json	true	Says American polling shows Russian President Vladimir Putin has an 80 percent approval rating.	polls	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	"an interview on NBC's ""Meet the Press"""
8666.json	half-true	The new Atlanta Braves stadium will require no tax increase for homeowners and provide $3 million annually for Cobb County schools.	sports,taxes	revitalize-cobb		Georgia	none	1.0	0.0	1.0	0.0	0.0	a flier
6872.json	false	Says Tammy Baldwin supports a law in which government will take over your decisions on medicine, on doctors and on hospitals.	health-care,medicare,privacy,public-health	tommy-thompson		Wisconsin	republican	6.0	8.0	2.0	5.0	3.0	an interview
2247.json	true	Warren Buffett called credit default swaps financial weapons of mass destruction. And Greene was the first individual to use them.	candidates-biography,financial-regulation,message-machine	kendrick-meek		Florida	democrat	2.0	6.0	1.0	4.0	1.0	a TV ad.
4045.json	half-true	The Federal Register - which houses all Washington regulations - is 34,000 pages in length and weighs in at more than 340 pounds.	market-regulation	randy-forbes	Representative	Virginia	republican	1.0	0.0	4.0	3.0	0.0	a statement.
9603.json	half-true	In New York, your chances of getting murdered are 1 in 25,000. In Honduras, its 1 in 14.	crime,criminal-justice,immigration	cokie-roberts	NPR contributor, ABC commentator	Maryland	journalist	1.0	0.0	2.0	2.0	0.0	"comments on ABC's ""This Week"""
11125.json	false	House Republicans just passed a bill that makes it legal for single mothers to be fired by their employers.	congress,women	occupy-democrats			organization	0.0	4.0	3.0	1.0	4.0	a meme on Facebook
11278.json	half-true	Contrary to media reports, Georgias gas tax change led to no price increase at the pump.	gas-prices,taxes	e-frank-stephenson			none	0.0	0.0	1.0	0.0	0.0	a Georgia Public Policy Foundation blog post
5697.json	true	An effort to repeal voting-reform legislation would be the first time in Ohio history where a bill has been passed to stop a referendum.	elections,government-regulation	eric-kearney	Minority leader in the Ohio Senate	Ohio	democrat	0.0	0.0	0.0	0.0	0.0	a speech in the Ohio Senate
2218.json	half-true	Says Democrat Hank Gilbert has a criminal conviction for theft, has multiple years of unpaid taxes, has multiple tax liens and fines, unsafe driving convictions (and) has recently been accused of taking a bribe and is on record lying to the press this year about his criminal record.	candidates-biography,crime	todd-staples	state agriculture commissioner	Texas	republican	0.0	1.0	4.0	3.0	1.0	a consultant's e-mail to PolitiFact Texas.
11977.json	false	We (Trump University)have an A from the Better Business Bureau.	candidates-biography,corrections-and-updates,education	donald-trump	President-Elect	New York	republican	63.0	114.0	51.0	37.0	61.0	"comments on ""Meet the Press"""
